Phone Number,Messages,Phone Calls
330-555-3787,19,3
330-555-3788,12,1
330-555-3789,6,10
330-555-3790,3,9
330-555-3791,15,3
330-555-3792,2,6
330-555-3793,7,5
330-555-3794,17,7
330-555-3795,11,10
330-555-3796,7,5
330-555-3797,11,1
330-555-3798,2,2
330-555-3799,20,3
330-555-3800,14,7
330-555-3801,20,0
330-555-3802,10,9
330-555-3803,13,6
330-555-3804,12,2
330-555-3805,8,8
330-555-3806,13,6
330-555-3807,18,0
330-555-3808,1,0
330-555-3809,13,1
330-555-3810,6,10
330-555-3811,16,9
330-555-3812,10,2
330-555-3813,5,10
330-555-3814,1,7
330-555-3815,19,6
330-555-3816,12,6
330-555-3817,5,7
330-555-3818,19,7
330-555-3819,2,2
330-555-3820,13,1
330-555-3821,11,3
330-555-3822,3,2
330-555-3823,16,9
330-555-3824,7,5
330-555-3825,15,5
330-555-3826,16,5
330-555-3827,8,3
330-555-3828,13,4
330-555-3829,1,3
330-555-3830,19,2
330-555-3831,11,0
330-555-3832,6,9
330-555-3833,17,4
330-555-3834,3,1
330-555-3835,10,1
330-555-3836,19,7
330-555-3837,3,3
330-555-3838,11,9
330-555-3839,13,3
330-555-3840,16,4
330-555-3841,17,0
330-555-3842,9,7
330-555-3843,9,6
330-555-3844,10,7
330-555-3845,4,0
330-555-3846,8,6
330-555-3847,7,6
330-555-3848,9,10
330-555-3849,2,5
330-555-3850,11,0
330-555-3851,3,9
330-555-3852,17,1
330-555-3853,3,3
330-555-3854,15,0
330-555-3855,11,10
330-555-3856,3,8
330-555-3857,10,1
330-555-3858,16,2
330-555-3859,4,3
330-555-3860,17,8
330-555-3861,9,3
330-555-3862,0,4
330-555-3863,2,5
330-555-3864,0,5
330-555-3865,18,2
330-555-3866,3,8
330-555-3867,4,0
330-555-3868,17,6
330-555-3869,17,7
330-555-3870,18,0
330-555-3871,0,5
330-555-3872,16,9
330-555-3873,20,10
330-555-3874,6,10
330-555-3875,0,6
330-555-3876,10,6
330-555-3877,11,9
330-555-3878,7,10
330-555-3879,19,8
330-555-3880,1,0
330-555-3881,3,5
330-555-3882,10,9
330-555-3883,7,4
330-555-3884,6,0
330-555-3885,11,0
330-555-3886,2,1
330-555-3887,5,8
330-555-3888,17,4
330-555-3889,9,4
330-555-3890,5,0
330-555-3891,15,0
330-555-3892,10,4
330-555-3893,17,7
330-555-3894,1,5
330-555-3895,9,5
330-555-3896,6,2
330-555-3897,16,1
330-555-3898,14,8
330-555-3899,19,8
330-555-3900,16,6
330-555-3901,7,8
330-555-3902,4,7
330-555-3903,7,9
330-555-3904,17,4
330-555-3905,8,0
330-555-3906,11,5
330-555-3907,6,8
330-555-3908,1,5
330-555-3909,4,5
330-555-3910,11,4
330-555-3911,7,10
330-555-3912,4,8
330-555-3913,18,1
330-555-3914,12,0
330-555-3915,1,7
330-555-3916,3,1
330-555-3917,5,4
330-555-3918,11,0
330-555-3919,2,7
330-555-3920,9,2
330-555-3921,19,1
330-555-3922,16,10
330-555-3923,7,0
330-555-3924,7,0
330-555-3925,13,6
330-555-3926,6,3
330-555-3927,20,1
330-555-3928,6,6
330-555-3929,16,9
330-555-3930,17,3
330-555-3931,3,7
330-555-3932,0,7
330-555-3933,13,10
330-555-3934,19,0
330-555-3935,13,4
330-555-3936,10,9
330-555-3937,12,10
330-555-3938,11,5
330-555-3939,13,1
330-555-3940,0,6
330-555-3941,6,5
330-555-3942,5,7
330-555-3943,20,7
330-555-3944,8,3
330-555-3945,0,3
330-555-3946,16,8
330-555-3947,4,6
330-555-3948,11,8
330-555-3949,19,7
330-555-3950,1,0
330-555-3951,19,0
330-555-3952,16,8
330-555-3953,6,2
330-555-3954,5,10
330-555-3955,4,4
330-555-3956,9,1
330-555-3957,10,2
330-555-3958,14,7
330-555-3959,14,10
330-555-3960,9,8
330-555-3961,20,10
330-555-3962,17,7
330-555-3963,0,8
330-555-3964,7,7
330-555-3965,3,6
330-555-3966,12,2
330-555-3967,15,6
330-555-3968,7,10
330-555-3969,12,2
330-555-3970,1,0
330-555-3971,0,10
330-555-3972,5,10
330-555-3973,5,4
330-555-3974,4,9
330-555-3975,17,0
330-555-3976,16,8
330-555-3977,8,4
330-555-3978,17,2
330-555-3979,2,10
330-555-3980,12,7
330-555-3981,5,10
330-555-3982,14,4
330-555-3983,17,6
330-555-3984,12,7
330-555-3985,2,0
330-555-3986,20,1
330-555-3987,10,9
330-555-3988,18,6
330-555-3989,1,10
330-555-3990,13,5
330-555-3991,4,7
330-555-3992,17,4
330-555-3993,10,4
330-555-3994,5,1
330-555-3995,6,0
330-555-3996,1,7
330-555-3997,4,7
330-555-3998,11,1
330-555-3999,10,7
330-555-4000,9,3
330-555-4001,4,5
330-555-4002,10,9
330-555-4003,3,0
330-555-4004,5,1
330-555-4005,9,0
330-555-4006,4,0
330-555-4007,5,5
330-555-4008,5,9
330-555-4009,4,1
330-555-4010,0,10
330-555-4011,16,5
330-555-4012,8,0
330-555-4013,19,10
330-555-4014,3,7
330-555-4015,0,0
330-555-4016,15,2
330-555-4017,18,8
330-555-4018,8,7
330-555-4019,2,9
330-555-4020,11,10
330-555-4021,9,2
330-555-4022,14,3
330-555-4023,9,4
330-555-4024,12,10
330-555-4025,17,4
330-555-4026,16,10
330-555-4027,11,3
330-555-4028,4,8
330-555-4029,20,1
330-555-4030,11,2
330-555-4031,10,3
330-555-4032,4,5
330-555-4033,1,4
330-555-4034,0,6
330-555-4035,20,9
330-555-4036,5,4
330-555-4037,6,6
330-555-4038,8,1
330-555-4039,9,7
330-555-4040,3,0
330-555-4041,2,0
330-555-4042,5,10
330-555-4043,13,8
330-555-4044,15,7
330-555-4045,17,3
330-555-4046,1,6
330-555-4047,3,4
330-555-4048,14,10
330-555-4049,3,9
330-555-4050,15,3
330-555-4051,10,7
330-555-4052,15,2
330-555-4053,11,0
330-555-4054,15,10
330-555-4055,15,5
330-555-4056,19,5
330-555-4057,12,2
330-555-4058,4,2
330-555-4059,6,8
330-555-4060,3,9
330-555-4061,5,6
330-555-4062,17,3
330-555-4063,17,10
330-555-4064,14,7
330-555-4065,19,7
330-555-4066,14,10
330-555-4067,11,4
330-555-4068,4,7
330-555-4069,9,1
330-555-4070,13,9
330-555-4071,19,7
330-555-4072,11,10
330-555-4073,4,3
330-555-4074,18,2
330-555-4075,15,5
330-555-4076,19,2
330-555-4077,19,6
330-555-4078,8,1
330-555-4079,10,9
330-555-4080,13,5
330-555-4081,3,6
330-555-4082,3,6
330-555-4083,2,7
330-555-4084,15,1
330-555-4085,19,1
330-555-4086,3,6
330-555-4087,3,7
330-555-4088,4,6
330-555-4089,16,3
330-555-4090,11,9
330-555-4091,15,8
330-555-4092,7,1
330-555-4093,7,1
330-555-4094,17,4
330-555-4095,2,6
330-555-4096,5,7
330-555-4097,1,6
330-555-4098,18,10
330-555-4099,6,0
330-555-4100,10,1
330-555-4101,7,8
330-555-4102,2,9
330-555-4103,16,0
330-555-4104,13,0
330-555-4105,19,0
330-555-4106,6,5
330-555-4107,18,8
330-555-4108,8,4
330-555-4109,6,8
330-555-4110,7,7
330-555-4111,14,8
330-555-4112,0,2
330-555-4113,16,1
330-555-4114,18,10
330-555-4115,7,7
330-555-4116,8,4
330-555-4117,8,8
330-555-4118,20,6
330-555-4119,7,2
330-555-4120,4,7
330-555-4121,2,1
330-555-4122,16,5
330-555-4123,7,8
330-555-4124,17,5
330-555-4125,11,3
330-555-4126,11,3
330-555-4127,18,5
330-555-4128,5,3
330-555-4129,6,5
330-555-4130,10,3
330-555-4131,16,5
330-555-4132,1,4
330-555-4133,19,6
330-555-4134,8,0
330-555-4135,6,7
330-555-4136,17,4
330-555-4137,12,3
330-555-4138,7,10
330-555-4139,1,2
330-555-4140,3,2
330-555-4141,0,4
330-555-4142,16,5
330-555-4143,2,5
330-555-4144,3,7
330-555-4145,8,10
330-555-4146,17,6
330-555-4147,7,1
330-555-4148,9,10
330-555-4149,17,9
330-555-4150,2,9
330-555-4151,5,7
330-555-4152,10,4
330-555-4153,3,2
330-555-4154,6,0
330-555-4155,8,3
330-555-4156,13,3
330-555-4157,10,8
330-555-4158,16,7
330-555-4159,0,10
330-555-4160,17,10
330-555-4161,18,4
330-555-4162,3,7
330-555-4163,18,6
330-555-4164,9,9
330-555-4165,16,1
330-555-4166,6,3
330-555-4167,6,8
330-555-4168,6,0
330-555-4169,14,8
330-555-4170,6,2
330-555-4171,20,8
330-555-4172,14,3
330-555-4173,7,2
330-555-4174,0,10
330-555-4175,13,10
330-555-4176,12,7
330-555-4177,1,7
330-555-4178,18,0
330-555-4179,3,7
330-555-4180,8,4
330-555-4181,7,7
330-555-4182,3,0
330-555-4183,9,2
330-555-4184,20,9
330-555-4185,13,9
330-555-4186,7,9
330-555-4187,18,4
330-555-4188,2,8
330-555-4189,1,8
330-555-4190,9,10
330-555-4191,18,2
330-555-4192,7,6
330-555-4193,1,5
330-555-4194,17,9
330-555-4195,5,2
330-555-4196,1,5
330-555-4197,10,8
330-555-4198,6,4
330-555-4199,0,6
330-555-4200,1,3
330-555-4201,17,7
330-555-4202,15,8
330-555-4203,1,9
330-555-4204,0,8
330-555-4205,10,4
330-555-4206,15,6
330-555-4207,10,5
330-555-4208,10,8
330-555-4209,11,9
330-555-4210,2,6
330-555-4211,3,1
330-555-4212,10,9
330-555-4213,1,6
330-555-4214,3,7
330-555-4215,0,6
330-555-4216,17,0
330-555-4217,8,3
330-555-4218,2,10
330-555-4219,6,8
330-555-4220,9,8
330-555-4221,10,8
330-555-4222,13,4
330-555-4223,0,4
330-555-4224,3,10
330-555-4225,15,9
330-555-4226,3,6
330-555-4227,0,4
330-555-4228,13,2
330-555-4229,3,5
330-555-4230,2,0
330-555-4231,17,5
330-555-4232,8,2
330-555-4233,1,7
330-555-4234,20,6
330-555-4235,19,4
330-555-4236,10,8
330-555-4237,15,10
330-555-4238,9,0
330-555-4239,17,3
330-555-4240,10,5
330-555-4241,20,4
330-555-4242,16,2
330-555-4243,17,8
330-555-4244,20,5
330-555-4245,3,5
330-555-4246,19,3
330-555-4247,16,10
330-555-4248,19,3
330-555-4249,16,9
330-555-4250,9,6
330-555-4251,6,1
330-555-4252,12,0
330-555-4253,15,3
330-555-4254,4,5
330-555-4255,10,10
330-555-4256,7,6
330-555-4257,3,10
330-555-4258,13,2
330-555-4259,3,5
330-555-4260,17,3
330-555-4261,16,5
330-555-4262,14,8
330-555-4263,19,2
330-555-4264,12,5
330-555-4265,20,10
330-555-4266,14,7
330-555-4267,3,3
330-555-4268,17,6
330-555-4269,13,2
330-555-4270,7,8
330-555-4271,6,9
330-555-4272,9,6
330-555-4273,19,2
330-555-4274,20,1
330-555-4275,7,0
330-555-4276,9,9
330-555-4277,0,9
330-555-4278,19,4
330-555-4279,13,5
330-555-4280,20,4
330-555-4281,14,2
330-555-4282,1,2
330-555-4283,6,8
330-555-4284,9,3
330-555-4285,17,5
330-555-4286,3,10
330-555-4287,10,4
330-555-4288,12,8
330-555-4289,8,10
330-555-4290,14,2
330-555-4291,13,6
330-555-4292,11,10
330-555-4293,12,9
330-555-4294,16,3
330-555-4295,9,2
330-555-4296,9,0
330-555-4297,20,5
330-555-4298,1,8
330-555-4299,13,7
330-555-4300,16,4
330-555-4301,5,2
330-555-4302,6,1
330-555-4303,14,10
330-555-4304,1,10
330-555-4305,18,1
330-555-4306,13,0
330-555-4307,18,0
330-555-4308,18,10
330-555-4309,1,4
330-555-4310,13,2
330-555-4311,13,3
330-555-4312,4,0
330-555-4313,9,10
330-555-4314,2,4
330-555-4315,20,1
330-555-4316,18,6
330-555-4317,3,7
330-555-4318,16,0
330-555-4319,5,3
330-555-4320,6,5
330-555-4321,14,8
330-555-4322,12,10
330-555-4323,6,0
330-555-4324,9,3
330-555-4325,9,2
330-555-4326,6,5
330-555-4327,16,9
330-555-4328,8,7
330-555-4329,6,8
330-555-4330,15,4
330-555-4331,5,7
330-555-4332,3,10
330-555-4333,0,4
330-555-4334,8,8
330-555-4335,2,2
330-555-4336,3,2
330-555-4337,18,5
330-555-4338,1,1
330-555-4339,13,5
330-555-4340,8,1
330-555-4341,12,2
330-555-4342,5,4
330-555-4343,13,10
330-555-4344,12,6
330-555-4345,5,2
330-555-4346,15,6
330-555-4347,17,6
330-555-4348,3,7
330-555-4349,10,8
330-555-4350,19,9
330-555-4351,16,8
330-555-4352,6,10
330-555-4353,0,10
330-555-4354,18,5
330-555-4355,5,6
330-555-4356,15,3
330-555-4357,12,2
330-555-4358,0,8
330-555-4359,3,3
330-555-4360,19,3
330-555-4361,15,7
330-555-4362,0,8
330-555-4363,17,1
330-555-4364,3,4
330-555-4365,5,0
330-555-4366,13,9
330-555-4367,4,1
330-555-4368,10,9
330-555-4369,14,7
330-555-4370,15,10
330-555-4371,10,4
330-555-4372,0,5
330-555-4373,9,6
330-555-4374,3,10
330-555-4375,9,3
330-555-4376,6,10
330-555-4377,8,2
330-555-4378,13,8
330-555-4379,5,8
330-555-4380,2,0
330-555-4381,20,4
330-555-4382,19,10
330-555-4383,19,7
330-555-4384,19,4
330-555-4385,14,0
330-555-4386,10,9
330-555-4387,0,10
330-555-4388,13,10
330-555-4389,5,7
330-555-4390,18,5
330-555-4391,19,1
330-555-4392,17,4
330-555-4393,8,1
330-555-4394,3,7
330-555-4395,1,2
330-555-4396,0,3
330-555-4397,12,7
330-555-4398,11,1
330-555-4399,7,5
330-555-4400,1,10
330-555-4401,19,0
330-555-4402,19,6
330-555-4403,18,4
330-555-4404,14,8
330-555-4405,1,5
330-555-4406,14,6
330-555-4407,19,4
330-555-4408,13,2
330-555-4409,7,8
330-555-4410,8,8
330-555-4411,3,1
330-555-4412,12,4
330-555-4413,12,4
330-555-4414,19,1
330-555-4415,8,0
330-555-4416,10,1
330-555-4417,6,6
330-555-4418,5,6
330-555-4419,6,6
330-555-4420,4,1
330-555-4421,20,10
330-555-4422,18,2
330-555-4423,3,1
330-555-4424,6,10
330-555-4425,4,1
330-555-4426,9,6
330-555-4427,20,0
330-555-4428,7,3
330-555-4429,13,5
330-555-4430,17,2
330-555-4431,18,7
330-555-4432,16,1
330-555-4433,17,10
330-555-4434,9,0
330-555-4435,9,6
330-555-4436,19,1
330-555-4437,13,7
330-555-4438,2,2
330-555-4439,13,3
330-555-4440,11,3
330-555-4441,4,3
330-555-4442,19,9
330-555-4443,5,9
330-555-4444,6,6
330-555-4445,0,0
330-555-4446,17,9
330-555-4447,20,7
330-555-4448,12,9
330-555-4449,8,9
330-555-4450,18,7
330-555-4451,19,3
330-555-4452,8,4
330-555-4453,4,4
330-555-4454,1,3
330-555-4455,16,4
330-555-4456,2,8
330-555-4457,20,5
330-555-4458,7,2
330-555-4459,1,3
330-555-4460,14,0
330-555-4461,15,7
330-555-4462,15,5
330-555-4463,5,1
330-555-4464,1,2
330-555-4465,20,9
330-555-4466,16,3
330-555-4467,14,6
330-555-4468,5,5
330-555-4469,16,9
330-555-4470,6,1
330-555-4471,18,8
330-555-4472,15,8
330-555-4473,13,1
330-555-4474,14,5
330-555-4475,12,8
330-555-4476,3,8
330-555-4477,10,2
330-555-4478,11,5
330-555-4479,5,4
330-555-4480,3,8
330-555-4481,9,5
330-555-4482,8,6
330-555-4483,6,0
330-555-4484,18,8
330-555-4485,17,3
330-555-4486,12,9
330-555-4487,18,2
330-555-4488,1,7
330-555-4489,20,4
330-555-4490,6,4
330-555-4491,11,7
330-555-4492,9,6
330-555-4493,4,5
330-555-4494,11,8
330-555-4495,6,9
330-555-4496,15,7
330-555-4497,3,0
330-555-4498,6,1
330-555-4499,16,7
330-555-4500,12,4
330-555-4501,15,2
330-555-4502,11,9
330-555-4503,2,9
330-555-4504,9,3
330-555-4505,6,2
330-555-4506,0,7
330-555-4507,15,4
330-555-4508,4,9
330-555-4509,12,0
330-555-4510,1,2
330-555-4511,20,8
330-555-4512,12,4
330-555-4513,0,9
330-555-4514,10,0
330-555-4515,14,2
330-555-4516,17,2
330-555-4517,1,5
330-555-4518,7,6
330-555-4519,8,7
330-555-4520,7,5
330-555-4521,5,2
330-555-4522,10,9
330-555-4523,2,4
330-555-4524,14,8
330-555-4525,11,9
330-555-4526,7,2
330-555-4527,11,8
330-555-4528,0,3
330-555-4529,18,6
330-555-4530,12,3
330-555-4531,19,2
330-555-4532,1,10
330-555-4533,6,7
330-555-4534,18,10
330-555-4535,11,4
330-555-4536,4,3
330-555-4537,13,1
330-555-4538,12,5
330-555-4539,0,3
330-555-4540,9,0
330-555-4541,5,9
330-555-4542,2,4
330-555-4543,9,5
330-555-4544,8,5
330-555-4545,17,4
330-555-4546,10,9
330-555-4547,17,5
330-555-4548,1,9
330-555-4549,12,7
330-555-4550,18,4
330-555-4551,4,7
330-555-4552,8,5
330-555-4553,9,10
330-555-4554,15,10
330-555-4555,5,10
330-555-4556,17,10
330-555-4557,2,5
330-555-4558,2,8
330-555-4559,3,2
330-555-4560,8,4
330-555-4561,15,3
330-555-4562,2,9
330-555-4563,1,2
330-555-4564,14,6
330-555-4565,16,3
330-555-4566,11,3
330-555-4567,11,7
330-555-4568,14,7
330-555-4569,6,7
330-555-4570,16,1
330-555-4571,2,2
330-555-4572,7,9
330-555-4573,16,1
330-555-4574,18,0
330-555-4575,14,3
330-555-4576,17,6
330-555-4577,8,10
330-555-4578,7,8
330-555-4579,7,10
330-555-4580,14,6
330-555-4581,14,10
330-555-4582,13,8
330-555-4583,18,6
330-555-4584,2,6
330-555-4585,6,9
330-555-4586,0,7
330-555-4587,3,5
330-555-4588,6,5
330-555-4589,10,3
330-555-4590,15,3
330-555-4591,15,6
330-555-4592,1,10
330-555-4593,3,2
330-555-4594,0,3
330-555-4595,5,2
330-555-4596,3,3
330-555-4597,8,8
330-555-4598,14,0
330-555-4599,10,5
330-555-4600,13,0
330-555-4601,14,10
330-555-4602,0,8
330-555-4603,5,9
330-555-4604,8,3
330-555-4605,16,7
330-555-4606,4,4
330-555-4607,9,5
330-555-4608,0,8
330-555-4609,5,5
330-555-4610,11,2
330-555-4611,3,7
330-555-4612,16,2
330-555-4613,20,5
330-555-4614,17,5
330-555-4615,12,6
330-555-4616,16,0
330-555-4617,11,2
330-555-4618,19,6
330-555-4619,12,0
330-555-4620,9,4
330-555-4621,2,10
330-555-4622,20,2
330-555-4623,4,0
330-555-4624,15,4
330-555-4625,17,5
330-555-4626,19,5
330-555-4627,19,2
330-555-4628,5,6
330-555-4629,16,0
330-555-4630,9,2
330-555-4631,17,7
330-555-4632,17,1
330-555-4633,5,5
330-555-4634,14,4
330-555-4635,7,4
330-555-4636,12,4
330-555-4637,1,3
330-555-4638,17,9
330-555-4639,2,8
330-555-4640,20,8
330-555-4641,12,9
330-555-4642,6,9
330-555-4643,5,1
330-555-4644,7,4
330-555-4645,16,2
330-555-4646,9,1
330-555-4647,3,6
330-555-4648,18,9
330-555-4649,10,0
330-555-4650,7,7
330-555-4651,11,4
330-555-4652,1,0
330-555-4653,6,2
330-555-4654,0,7
330-555-4655,15,3
330-555-4656,14,6
330-555-4657,10,9
330-555-4658,8,10
330-555-4659,1,8
330-555-4660,9,0
330-555-4661,16,0
330-555-4662,4,0
330-555-4663,20,10
330-555-4664,19,10
330-555-4665,17,10
330-555-4666,6,6
330-555-4667,9,10
330-555-4668,3,10
330-555-4669,1,4
330-555-4670,5,10
330-555-4671,18,4
330-555-4672,18,3
330-555-4673,12,0
330-555-4674,19,5
330-555-4675,6,8
330-555-4676,19,3
330-555-4677,18,2
330-555-4678,15,10
330-555-4679,1,3
330-555-4680,10,7
330-555-4681,5,6
330-555-4682,19,9
330-555-4683,15,9
330-555-4684,11,0
330-555-4685,13,2
330-555-4686,19,7
330-555-4687,18,3
330-555-4688,4,5
330-555-4689,9,7
330-555-4690,2,1
330-555-4691,14,4
330-555-4692,18,10
330-555-4693,16,8
330-555-4694,10,7
330-555-4695,13,2
330-555-4696,11,3
330-555-4697,7,0
330-555-4698,10,4
330-555-4699,8,1
330-555-4700,18,7
330-555-4701,15,6
330-555-4702,14,1
330-555-4703,10,8
330-555-4704,5,3
330-555-4705,6,5
330-555-4706,16,8
330-555-4707,16,0
330-555-4708,13,9
330-555-4709,3,5
330-555-4710,12,5
330-555-4711,6,9
330-555-4712,12,1
330-555-4713,6,10
330-555-4714,0,1
330-555-4715,4,3
330-555-4716,20,8
330-555-4717,4,9
330-555-4718,18,9
330-555-4719,10,7
330-555-4720,8,0
330-555-4721,14,1
330-555-4722,12,0
330-555-4723,10,3
330-555-4724,0,5
330-555-4725,14,6
330-555-4726,20,4
330-555-4727,5,7
330-555-4728,1,5
330-555-4729,14,10
330-555-4730,17,2
330-555-4731,11,6
330-555-4732,9,6
330-555-4733,14,7
330-555-4734,10,6
330-555-4735,17,0
330-555-4736,13,7
330-555-4737,15,10
330-555-4738,18,3
330-555-4739,10,10
330-555-4740,11,2
330-555-4741,13,8
330-555-4742,19,4
330-555-4743,10,1
330-555-4744,8,0
330-555-4745,18,5
330-555-4746,6,8
330-555-4747,7,10
330-555-4748,6,7
330-555-4749,4,5
330-555-4750,2,9
330-555-4751,20,6
330-555-4752,7,10
330-555-4753,15,3
330-555-4754,16,8
330-555-4755,9,5
330-555-4756,13,5
330-555-4757,7,3
330-555-4758,4,3
330-555-4759,15,5
330-555-4760,7,2
330-555-4761,20,6
330-555-4762,19,7
330-555-4763,10,4
330-555-4764,1,0
330-555-4765,2,5
330-555-4766,8,2
330-555-4767,7,10
330-555-4768,12,0
330-555-4769,3,3
330-555-4770,9,0
330-555-4771,4,7
330-555-4772,8,4
330-555-4773,14,4
330-555-4774,15,0
330-555-4775,4,2
330-555-4776,12,10
330-555-4777,15,7
330-555-4778,16,0
330-555-4779,3,9
330-555-4780,11,9
330-555-4781,17,9
330-555-4782,5,10
330-555-4783,7,10
330-555-4784,15,9
330-555-4785,11,2
330-555-4786,11,3
330-555-4787,13,1
330-555-4788,10,4
330-555-4789,1,8
330-555-4790,7,2
330-555-4791,17,5
330-555-4792,0,4
330-555-4793,17,3
330-555-4794,18,2
330-555-4795,1,9
330-555-4796,6,4
330-555-4797,17,6
330-555-4798,0,2
330-555-4799,17,9
330-555-4800,14,8
330-555-4801,18,4
330-555-4802,20,3
330-555-4803,9,2
330-555-4804,19,7
330-555-4805,12,4
330-555-4806,9,0
330-555-4807,19,2
330-555-4808,0,7
330-555-4809,16,9
330-555-4810,16,5
330-555-4811,9,3
330-555-4812,9,6
330-555-4813,11,1
330-555-4814,15,4
330-555-4815,1,2
330-555-4816,7,0
330-555-4817,1,4
330-555-4818,0,9
330-555-4819,17,1
330-555-4820,3,9
330-555-4821,11,4
330-555-4822,3,4
330-555-4823,1,6
330-555-4824,9,1
330-555-4825,4,10
330-555-4826,5,3
330-555-4827,10,7
330-555-4828,10,9
330-555-4829,12,10
330-555-4830,4,9
330-555-4831,6,0
330-555-4832,3,0
330-555-4833,2,6
330-555-4834,6,7
330-555-4835,18,1
330-555-4836,4,4
330-555-4837,3,8
330-555-4838,9,5
330-555-4839,9,3
330-555-4840,4,5
330-555-4841,3,8
330-555-4842,9,10
330-555-4843,19,5
330-555-4844,19,8
330-555-4845,0,5
330-555-4846,7,7
330-555-4847,4,5
330-555-4848,6,1
330-555-4849,18,9
330-555-4850,20,8
330-555-4851,19,10
330-555-4852,18,10
330-555-4853,7,0
330-555-4854,6,4
330-555-4855,7,10
330-555-4856,20,1
330-555-4857,14,1
330-555-4858,16,10
330-555-4859,10,4
330-555-4860,10,10
330-555-4861,1,0
330-555-4862,6,5
330-555-4863,18,3
330-555-4864,16,0
330-555-4865,1,2
330-555-4866,4,2
330-555-4867,11,7
330-555-4868,3,3
330-555-4869,15,10
330-555-4870,19,0
330-555-4871,9,0
330-555-4872,6,6
330-555-4873,17,7
330-555-4874,10,4
330-555-4875,20,7
330-555-4876,18,8
330-555-4877,14,4
330-555-4878,4,5
330-555-4879,0,1
330-555-4880,1,5
330-555-4881,14,2
330-555-4882,5,3
330-555-4883,7,4
330-555-4884,12,6
330-555-4885,14,7
330-555-4886,13,9
330-555-4887,5,10
330-555-4888,15,3
330-555-4889,18,7
330-555-4890,3,4
330-555-4891,14,8
330-555-4892,12,6
330-555-4893,14,5
330-555-4894,1,8
330-555-4895,15,9
330-555-4896,14,3
330-555-4897,1,4
330-555-4898,3,7
330-555-4899,11,3
330-555-4900,12,6
330-555-4901,1,5
330-555-4902,4,7
330-555-4903,15,8
330-555-4904,13,2
330-555-4905,10,9
330-555-4906,11,8
330-555-4907,3,1
330-555-4908,2,7
330-555-4909,10,3
330-555-4910,11,5
330-555-4911,3,3
330-555-4912,20,3
330-555-4913,2,5
330-555-4914,6,3
330-555-4915,9,10
330-555-4916,0,10
330-555-4917,11,1
330-555-4918,11,8
330-555-4919,17,2
330-555-4920,0,9
330-555-4921,7,6
330-555-4922,13,1
330-555-4923,17,0
330-555-4924,12,2
330-555-4925,18,1
330-555-4926,4,5
330-555-4927,6,0
330-555-4928,17,7
330-555-4929,7,3
330-555-4930,9,6
330-555-4931,18,5
